Roll (deg),Pitch (deg),Heading (deg),Yaw (deg),Yaw Rate (deg/s),Velocity (m/s),Steering Angle (deg),Relative Altitude (m),Altitude AMSL (m),Altitude Tuning,Altitude Tuning Setpoint,X-Track Error (m),Travelled Distance (m),Run Time,Distance To Home (m),Mission Index,Heading To Next WP (deg),Heading To Home (deg),Distance To GCS (m),Throttle (%),Hobbs,Clock Time,Clock Date,GPS Latitude,GPS Longitude,GPS MGRS,GPS HDOP,GPS VDOP,GPS Course,Satellite Locks,Satellite Count,Longitudinal Position (m),Lateral Position (m),Vertical Position (m),Longitudinal Velocity (m/s),Absolute Longitudinal Velocity (m/s),Lateral Velocity (m/s),Absolute Lateral Velocity (m/s),Vertical Velocity (m/s),Temperature (F),Longitudinal Vibration,Lateral Vibration,Vertical Vibration,Data Type
-0.5,0.6,262,82,-18,0.9,83.73745645,2,775.6,2.44,2.44,5.103,1508.9,0:22:21,4.5,10,,242,,28,14:17:02,13:38:26,5/21/2022,32.2311388,-110.9078623,12SWA 08680 66059,1.7,1.9,310.9,3,8,8,4.5,-2,-0.1,0.1,-0.9,0.9,-0.1,113.07,0.3,0.3,0.4,0
-3.1,1.2,239,59,-23,1,83.575098,2,775.6,2.45,2.45,4.973,1508.9,0:22:22,4.3,10,,241,,29,14:17:02,13:38:27,5/21/2022,32.2311356,-110.9078634,12SWA 08680 66059,3.1,3.2,310.9,3,7,8,4.3,-2,-0.3,0.3,-0.9,0.9,-0.1,113.09,0.7,0.4,0.5,0
0.2,1,216,36,-23,1.1,83.20386911,2,775.6,2.41,2.41,4.699,1508.9,0:22:23,4,10,,241,,30,14:17:02,13:38:28,5/21/2022,32.231132,-110.9078721,12SWA 08680 66059,1.7,1.9,310.9,3,8,7.9,4,-2,-0.5,0.5,-1,1,0,113.11,0.9,0.4,0.8,0
0.6,1.4,198,18,-18,1.3,82.79862326,2,775.6,2.41,2.42,4.432,1511.2,0:22:24,2.9,10,,235,,30,14:17:02,13:38:29,5/21/2022,32.2311345,-110.9078865,12SWA 08678 66059,1.7,1.9,310.9,3,8,7.6,2.9,-2,-0.7,0.7,-1.2,1.2,0,113.14,0.9,0.7,1.7,0
0.6,1.3,194,14,-4,1.4,76.59651552,1.9,775.5,2.35,2.35,2.35,1511.2,0:22:25,1.6,10,,226,,6,14:17:02,13:38:30,5/21/2022,32.2311278,-110.9078939,12SWA 08678 66058,3.1,3.2,267.6,3,7,7,1.7,-1.9,-0.5,0.5,-1.2,1.2,0,113.14,0.4,0.3,0.6,0
0.5,1.6,195,15,1,1.1,76.02368933,1.8,775.4,2.28,2.25,2.25,1511.2,0:22:26,1.4,10,,218,,19,14:17:02,13:38:31,5/21/2022,32.2311233,-110.9078722,12SWA 08680 66058,1.7,1.9,267.6,3,8,7,1.3,-1.8,-0.3,0.3,-1,1,0,113.2,0,0,0,0
0.1,1.8,196,16,1,0.8,76.42956561,2,775.6,2.43,2.32,2.32,1511.2,0:22:27,1.8,10,,235,,27,14:17:02,13:38:32,5/21/2022,32.2311238,-110.9078598,12SWA 08681 66058,1.7,1.9,197.4,3,8,7,2,-2,-0.3,0.3,-0.7,0.7,0,113.23,0,0,0,0
-0.2,2,196,16,0,0.5,77.02260466,2.1,775.7,2.53,2.43,2.43,1511.2,0:22:28,2.9,10,,247,,0,14:17:02,13:38:33,5/21/2022,32.2311242,-110.9078446,12SWA 08682 66058,1.7,1.9,197.4,3,8,7,2.5,-2.1,-0.3,0.3,-0.5,0.5,0,113.29,0,0,0,0
-3.1,2.2,204,24,8,1.1,77.02260466,2.2,775.8,2.69,2.43,2.43,1511.2,0:22:29,3.3,10,,251,,59,14:17:02,13:38:34,5/21/2022,32.2311197,-110.9078429,12SWA 08682 66057,1.7,1.9,197.4,3,8,7,3.6,-2.2,-0.6,0.6,-0.3,0.3,0,113.31,0.6,0.3,0.4,0
-1.6,1.1,231,51,27,0.9,77.02260466,2.2,775.8,2.66,2.43,2.43,1511.2,0:22:30,3.6,10,,268,,0,14:17:02,13:38:35,5/21/2022,32.2311196,-110.9078417,12SWA 08682 66057,1.7,1.9,197.4,3,8,6,4.1,-2.2,-1,1,-0.7,0.7,-0.1,113.32,2.3,0.7,2.7,0
-1.6,2.2,247,67,16,0.6,78.67035794,2.2,775.8,2.61,2.63,2.795,1513.4,0:22:31,3.9,2,333,275,,42,14:17:02,13:38:36,5/21/2022,32.2311098,-110.9078376,12SWA 08683 66056,2,2.2,197.4,3,7,5.5,4.4,-2.2,-0.5,0.5,-0.4,0.4,0,113.36,1,0.6,1.1,0
-3.1,5.9,296,116,49,0.8,78.1804198,2.2,775.8,2.65,2.65,2.676,1513.4,0:22:32,3.9,2,333,278,,47,14:17:02,13:38:37,5/21/2022,32.2311038,-110.9078385,12SWA 08683 66055,2,2.2,197.4,3,7,5.4,4.4,-2.2,0.2,0.2,-0.6,0.6,-0.1,113.4,2.5,1.8,3.5,0
-3.5,4.5,309,129,13,0.9,76.78091509,2.3,775.9,2.72,2.7,2.384,1513.4,0:22:33,3.1,2,333,273,,49,14:17:02,13:38:38,5/21/2022,32.2311045,-110.9078559,12SWA 08681 66056,1.7,1.9,263.6,3,8,5.8,3.6,-2.3,0.8,0.8,-0.4,0.4,-0.1,113.41,1.4,1.4,2.4,0
-5.4,3.6,321,141,12,1.4,74.63551111,2.3,775.9,2.71,2.72,2.038,1513.4,0:22:34,2.3,2,333,245,,40,14:17:02,13:38:39,5/21/2022,32.23111,-110.907871,12SWA 08680 66056,1.7,1.9,293.4,3,8,6.9,2.6,-2.3,1.5,1.5,-0.3,0.3,0,113.43,2.1,2.1,4,0
-8.1,-2.2,324,144,3,1.6,71.83735788,2.2,775.9,2.61,2.67,1.707,1516.5,0:22:35,2.4,2,333,218,,26,14:17:02,13:38:40,5/21/2022,32.2311371,-110.9078716,12SWA 08680 66059,1.3,1.2,318.7,3,9,7.8,2,-2.3,1.6,1.6,-0.4,0.4,0,113.49,2.4,2.6,5.8,0
-6.8,-1.9,309,129,-15,1,74.60672761,1.8,775.4,2.27,2.5,2.034,1518.8,0:22:36,4.5,2,333,198,,34,14:17:02,13:38:41,5/21/2022,32.2311463,-110.9078657,12SWA 08680 66060,1.3,1.2,326.8,3,9,10.2,1.9,-1.8,0.9,0.9,-0.4,0.4,0.3,113.52,2.8,1.9,4.4,0
-2.4,-2.5,299,119,-10,1.1,75.44618793,1.6,775.3,2.07,2.07,2.157,1518.8,0:22:37,5,2,333,193,,34,14:17:02,13:38:42,5/21/2022,32.2311533,-110.9078725,12SWA 08680 66061,1.3,1.2,315.1,3,9,10.8,1.6,-1.7,1,1,-0.5,0.5,0.2,113.54,2.1,1.4,3.7,0
1.5,4.7,300,120,1,0.9,75.54884623,1.5,775.1,1.96,2,2.173,1520.9,0:22:38,6.2,2,333,186,,47,14:17:02,13:38:43,5/21/2022,32.2311656,-110.9078937,12SWA 08678 66062,1.3,1.2,309.6,3,9,12.1,1.1,-1.5,0.6,0.6,-0.4,0.4,-0.1,113.56,3,2.9,4.4,0
1.8,4.7,284,104,-16,0.3,73.21870261,1.5,775.1,1.98,1.98,1.857,1520.9,0:22:39,6.8,2,333,181,,60,14:17:02,13:38:44,5/21/2022,32.2311701,-110.9079072,12SWA 08676 66063,1.3,1.2,298.1,3,9,12.7,0.6,-1.5,0.2,0.2,0.3,0.3,-0.1,113.59,3.3,1.5,4.5,0
1.6,10.2,265,85,-19,0.5,66.99566732,1.6,775.2,2.11,1.99,1.319,1520.9,0:22:40,7.2,2,333,173,,60,14:17:02,13:38:45,5/21/2022,32.2311766,-110.9079279,12SWA 08674 66064,1.4,1.3,298.1,3,8,13.1,-0.4,-1.6,-0.2,0.2,0.4,0.4,-0.1,113.63,2.2,1.2,2.5,0
-6.9,6,220,40,-45,0.7,56.27842531,1.8,775.4,2.27,2.17,0.839,1523.2,0:22:41,7.3,2,333,164,,60,14:17:02,13:38:46,5/21/2022,32.2311773,-110.9079358,12SWA 08674 66064,1.4,1.3,298.1,3,8,12.9,-1.5,-1.8,-0.8,0.8,0.5,0.5,-0.1,113.65,1.4,0.8,1.5,0
-2.8,5.7,263,83,43,0.7,-49.81404056,2.1,775.7,2.57,2.46,-0.663,1525.2,0:22:42,7.2,2,333,153,,60,14:17:02,13:38:47,5/21/2022,32.2311735,-110.9079543,12SWA 08672 66063,1.3,1.1,298.1,3,9,12.6,-2.2,-1.9,-0.5,0.5,-0.3,0.3,-0.1,113.7,1.1,0.5,1.7,0
-4.2,3.1,330,150,67,1.1,-65.53851392,2.2,775.8,2.64,2.63,-1.231,1525.2,0:22:43,8.1,2,333,148,,60,14:17:02,13:38:48,5/21/2022,32.2311702,-110.9079614,12SWA 08671 66063,1.3,1.1,298.1,3,9,12.4,-3.5,-2.2,0.5,0.5,-0.7,0.7,-0.1,113.72,1.9,1.2,1.6,0
2.6,4.2,4,-176,-326,1.8,-48.36646066,2.2,775.8,2.66,2.66,-0.63,1525.2,0:22:44,8.9,2,333,150,,60,14:17:02,13:38:49,5/21/2022,32.2311966,-110.9079704,12SWA 08670 66066,1.3,1.1,298.1,3,9,13.6,-4,-2.2,1.4,1.4,0.2,0.2,-0.1,113.74,2.7,1.8,3.3,0
5.3,1.8,9,-171,5,2.1,29.35775354,2.1,775.7,2.6,2.66,0.315,1531,0:22:45,12.8,2,333,160,,60,14:17:02,13:38:50,5/21/2022,32.2311966,-110.9079704,12SWA 08670 66066,1.3,1.1,298.1,3,9,16.3,-3.9,-2.2,1.9,1.9,0.6,0.6,0,113.74,2.9,1.7,4.4,0
9.5,3,4,-176,-5,2.4,68.72258063,2.1,775.7,2.43,2.43,1.438,1531,0:22:46,12.8,3,354,160,,38,14:17:02,13:38:51,5/21/2022,32.2312416,-110.9079744,12SWA 08670 66071,1.3,1.1,7.6,3,9,17.9,-3.9,-2.1,2.1,2.1,0.4,0.4,0.1,113.77,2.9,1.8,5.4,0
5.6,-1.4,0,-180,-4,2,68.2689352,1.8,775.4,2.2,2.24,1.405,1535.3,0:22:47,18.8,3,354,165,,13,14:17:02,13:38:52,5/21/2022,32.2312853,-110.9079811,12SWA 08669 66076,1.3,1.1,5.3,3,9,24.1,-4.4,-1.8,2.3,2.3,0.2,0.2,0.1,113.83,2.4,1.6,3.5,0
6,-0.1,358,178,358,1,67.50060539,1.7,775.3,2.08,2.19,1.352,1538.7,0:22:48,20.3,3,354,165,,25,14:17:02,13:38:53,5/21/2022,32.2312981,-110.9079797,12SWA 08669 66077,1.4,1.3,7.3,3,8,26.6,-4.9,-1.7,1,1,0.1,0.1,0.1,113.85,1.5,0.7,1.5,0
5.2,-1.4,358,178,0,0.8,64.94646236,1.6,775.2,2.04,2.04,1.198,1541.3,0:22:49,22.9,3,354,166,,31,14:17:02,13:38:54,5/21/2022,32.2313193,-110.9079748,12SWA 08670 66079,1.3,1.1,10.6,3,9,28.1,-5.1,-1.6,0.8,0.8,0.2,0.2,0.1,113.86,1,0.6,1.2,0
7.5,0.5,353,173,-5,1.1,67.38013505,1.5,775.1,1.93,1.99,1.344,1541.3,0:22:50,24.5,3,354,167,,28,14:17:02,13:38:55,5/21/2022,32.2313296,-110.9079769,12SWA 08670 66081,1.3,1.1,10.6,3,9,29.8,-5.2,-1.5,1.1,1.1,0.1,0.1,0.1,113.85,1.6,1,2.1,0
10,-1.4,348,168,-5,1.1,68.69560168,1.4,775,1.82,1.82,1.436,1543.9,0:22:51,26.2,3,354,167,,26,14:17:02,13:38:56,5/21/2022,32.2313458,-110.9079742,12SWA 08670 66082,1.3,1.1,15,3,9,30.7,-5.2,-1.4,1.1,1.1,0.1,0.1,0.1,113.81,1.2,0.8,1.7,0
9.2,-0.1,347,167,-1,1,67.76726281,1.3,774.9,1.76,1.77,1.37,1546.1,0:22:52,27.7,3,354,167,,28,14:17:02,13:38:57,5/21/2022,32.2313513,-110.9079765,12SWA 08670 66083,1.3,1.1,15,3,9,32.9,-5.6,-1.3,1.1,1.1,0,0,0.1,113.81,1.3,0.6,1.4,0
7.3,1,344,164,-3,1,68.28295234,1.2,774.9,1.68,1.68,1.406,1546.1,0:22:53,28.4,3,354,168,,28,14:17:02,13:38:58,5/21/2022,32.2313619,-110.9079809,12SWA 08669 66084,1.3,1.1,22.8,3,9,33.7,-5.6,-1.3,1,1,0,0,0.1,113.81,1,0.6,1.2,0
7.3,-1.1,346,166,2,1.2,70.91987953,1.2,774.8,1.59,1.64,1.619,1548.3,0:22:54,29.8,4,7,168,,22,14:17:02,13:38:59,5/21/2022,32.2313753,-110.9079826,12SWA 08669 66086,1.3,1.1,22.8,3,9,35.1,-6,-1.2,1.1,1.1,-0.1,0.1,0.1,113.79,0.8,0.6,1.5,0
4.7,-1.3,1,-179,-345,1.1,65.18286913,1.1,774.7,1.51,1.56,1.211,1548.3,0:22:55,30.5,4,7,168,,22,14:17:02,13:39:00,5/21/2022,32.2313811,-110.9079883,12SWA 08669 66086,1.3,1.1,349.3,3,9,36.3,-6.3,-1.1,1.1,1.1,0.1,0.1,0.2,113.79,1.4,0.6,1.7,0
-2.6,-0.9,15,-165,14,0.8,57.26144915,0.9,774.5,1.38,1.37,0.871,1550.4,0:22:56,31.9,4,7,168,,29,14:17:02,13:39:01,5/21/2022,32.2313875,-110.9079789,12SWA 08669 66087,1.3,1.1,349.3,3,9,37.1,-6.2,-0.9,0.8,0.8,0.2,0.2,0.2,113.81,0.9,0.5,1.4,0
-3.7,3.6,12,-168,-3,0.7,63.04081318,1,774.6,1.48,1.38,1.101,1550.4,0:22:57,32.4,4,7,169,,36,14:17:02,13:39:02,5/21/2022,32.2313918,-110.9079707,12SWA 08670 66087,1.3,1.1,349.3,3,9,37.8,-5.8,-1,0.7,0.7,0.2,0.2,0.1,113.83,0.8,0.6,1.3,0
-6.2,3.9,7,-173,-5,0.8,71.25309902,1.1,774.7,1.57,1.57,1.65,1550.4,0:22:58,33.2,4,7,170,,37,14:17:02,13:39:03,5/21/2022,32.2314019,-110.9079698,12SWA 08670 66089,1.4,1.1,349.3,3,8,38.6,-5.5,-1.2,0.8,0.8,0.2,0.2,0,113.86,2,0.8,2.1,0
-12.9,6.7,356,176,349,1,72.34046496,1.3,774.9,1.76,1.65,1.759,1552.6,0:22:59,34.3,4,7,170,,37,14:17:02,13:39:04,5/21/2022,32.2314076,-110.9079715,12SWA 08670 66089,1.4,1.1,349.3,3,8,39.7,-5.5,-1.3,0.9,0.9,-0.1,0.1,0,113.86,1.4,0.9,2.3,0
-12.3,6.9,5,-175,-351,1,70.78780989,1.4,775,1.85,1.85,1.607,1552.6,0:23:00,34.8,4,7,170,,37,14:17:02,13:39:05,5/21/2022,32.2314163,-110.9079735,12SWA 08670 66090,1.4,1.1,349.3,3,8,40.3,-5.5,-1.4,0.9,0.9,0,0,-0.1,113.88,1.2,0.9,2,0
-7.4,9.4,11,-169,6,1,70.48412699,1.6,775.2,2.07,1.98,1.58,1554.9,0:23:01,36.5,4,7,170,,40,14:17:02,13:39:06,5/21/2022,32.2314299,-110.9079767,12SWA 08670 66092,2,1.3,341.3,3,7,41.4,-5.5,-1.6,0.9,0.9,0,0,-0.1,113.9,1.6,0.7,1.7,0
-12.5,12.4,20,-160,9,0.8,70.6987819,1.6,775.3,2.16,2.16,1.599,1554.9,0:23:02,37.1,4,7,171,,47,14:17:02,13:39:07,5/21/2022,32.231434,-110.9079709,12SWA 08670 66092,2,1.3,341.3,3,7,42.5,-5.5,-1.7,0.8,0.8,0.1,0.1,-0.2,113.94,0.9,0.7,1.9,0
-13.4,15.1,24,-156,4,0.2,72.61862567,1.8,775.4,2.22,2.21,1.789,1554.9,0:23:03,37.7,4,7,171,,60,14:17:02,13:39:08,5/21/2022,32.2314414,-110.907964,12SWA 08671 66093,1.8,1.3,82.3,3,8,43.1,-5.4,-1.8,0.3,0.3,0,0,-0.1,113.95,0.6,0.5,0.5,0
-11.8,15.2,26,-154,2,0,74.43179272,1.8,775.4,2.32,2.27,2.01,1554.9,0:23:04,37.6,4,7,171,,60,14:17:02,13:39:09,5/21/2022,32.2314403,-110.9079574,12SWA 08672 66093,2,1.4,103.8,3,7,43.1,-5.2,-1.9,0,0,-0.1,0.1,-0.1,113.97,0.2,0.1,0.1,0
-11.8,15.2,27,-153,1,0.1,75.51691809,1.9,775.5,2.3,2.32,2.168,1554.9,0:23:05,37.4,4,7,171,,60,14:17:02,13:39:10,5/21/2022,32.2314422,-110.9079642,12SWA 08671 66093,1.8,1.3,103.8,3,8,43,-5.1,-1.9,0,0,-0.1,0.1,-0.1,114.01,0.1,0,0,0
-11.8,15.1,27,-153,0,0.1,75.51691809,1.8,775.4,2.25,2.32,2.168,1554.9,0:23:06,37.3,4,7,172,,44,14:17:02,13:39:11,5/21/2022,32.2314418,-110.9079562,12SWA 08672 66093,1.8,1.3,103.8,3,8,42.9,-4.9,-1.8,-0.1,0.1,0,0,-0.1,114.03,0.2,0.1,0.1,0
-11.7,14.9,28,-152,1,0.2,75.51691809,1.7,775.3,2.14,2.32,2.168,1554.9,0:23:07,37.1,4,7,172,,60,14:17:02,13:39:12,5/21/2022,32.2314507,-110.9079713,12SWA 08670 66094,1.3,1.1,108.8,3,9,42.7,-4.6,-1.7,-0.1,0.1,0.1,0.1,0,114.06,0,0,0,0
-11.6,14.8,28,-152,0,0.1,75.51691809,1.8,775.4,2.23,2.32,2.168,1554.9,0:23:08,37.3,4,7,171,,20,14:17:02,13:39:13,5/21/2022,32.231459,-110.9080045,12SWA 08667 66095,1.3,1.1,108.8,3,9,42.8,-5.1,-1.8,-0.1,0.1,-0.1,0.1,0,114.1,0.4,0.1,0.1,0
-11.9,14.4,27,-153,-1,0.4,75.51691809,1.8,775.4,2.21,2.32,2.168,1557,0:23:09,38.7,4,7,169,,0,14:17:02,13:39:14,5/21/2022,32.2314632,-110.9080126,12SWA 08666 66095,1.3,1.1,108.8,3,9,43.4,-6.2,-1.8,0.1,0.1,-0.2,0.2,0,114.13,0.3,0.1,0.1,0
-12.1,14.3,26,-154,-1,0.6,75.51691809,1.9,775.5,2.32,2.32,2.168,1559.5,0:23:10,39.8,4,7,167,,40,14:17:02,13:39:15,5/21/2022,32.231467,-110.9080237,12SWA 08665 66096,1.4,1.3,108.8,3,8,44.3,-7.7,-1.8,0.3,0.3,-0.5,0.5,-0.1,114.15,0,0,0,0
-12.3,14.1,26,-154,0,0.9,75.51691809,1.9,775.5,2.34,2.32,2.168,1559.5,0:23:11,40.6,4,7,166,,58,14:17:02,13:39:16,5/21/2022,32.231476,-110.9080364,12SWA 08664 66097,1.4,1.3,108.8,3,8,45.4,-9.1,-1.9,0.5,0.5,-0.6,0.6,-0.1,114.17,0,0,0,0
-12.6,14,25,-155,-1,1.3,75.51691809,1.9,775.5,2.35,2.32,2.168,1561.7,0:23:12,42.4,4,7,164,,26,14:17:02,13:39:17,5/21/2022,32.2314889,-110.9080527,12SWA 08663 66098,1.4,1.3,52.5,3,8,46.8,-10.9,-1.9,0.8,0.8,-0.9,0.9,-0.1,114.21,0,0.1,0,0
-12.7,14,24,-156,-1,1.4,75.51691809,1.9,775.5,2.35,2.32,2.168,1563.8,0:23:13,43.8,4,7,163,,54,14:17:02,13:39:18,5/21/2022,32.2314884,-110.9080561,12SWA 08662 66098,1.4,1.3,105.7,3,8,47.8,-12.3,-1.9,0.9,0.9,-1,1,-0.1,114.24,0.1,0.1,0.1,0
-12.4,14,23,-157,-1,1.4,75.51691809,1.9,775.5,2.33,2.32,2.168,1565.9,0:23:14,44.9,4,7,162,,50,14:17:02,13:39:19,5/21/2022,32.2315028,-110.9080779,12SWA 08660 66100,1.4,1.3,105.7,3,8,48.6,-13.5,-1.9,0.9,0.9,-1,1,-0.1,114.28,0,0,0,0
-12.7,14,23,-157,0,1.4,75.51691809,1.8,775.5,2.29,2.32,2.168,1565.9,0:23:15,46.1,4,7,161,,29,14:17:02,13:39:20,5/21/2022,32.2315086,-110.9080856,12SWA 08659 66100,1.4,1.3,105.7,3,8,49.6,-14.5,-1.9,1,1,-0.9,0.9,0,114.31,0.2,0.2,0.1,0
-12.2,14.2,23,-157,0,1.5,75.51691809,1.8,775.4,2.25,2.32,2.168,1568.2,0:23:16,47.9,4,7,160,,60,14:17:02,13:39:21,5/21/2022,32.231517,-110.908096,12SWA 08658 66101,1.4,1.3,105.7,3,8,51,-15.9,-1.8,1.1,1.1,-1,1,0,114.35,0.2,0.1,0.1,0
-12.5,14.1,24,-156,1,2,75.51691809,1.8,775.4,2.21,2.32,2.168,1572.9,0:23:17,50.9,4,7,158,,6,14:17:02,13:39:22,5/21/2022,32.2315456,-110.9081423,12SWA 08654 66104,1.4,1.3,302.8,3,8,53.1,-18.8,-1.8,1.4,1.4,-1.5,1.5,0,114.4,0.5,0.1,0.3,0
-13.3,13.4,20,-160,-4,2.3,75.51691809,1.8,775.4,2.25,2.32,2.168,1576.1,0:23:18,53.7,4,7,156,,60,14:17:02,13:39:23,5/21/2022,32.2315495,-110.9081492,12SWA 08653 66105,1.4,1.3,302.5,3,8,54.2,-20.3,-1.8,1.7,1.7,-1.6,1.6,-0.1,114.42,0.5,0.3,0.3,0
-13.5,13.4,158,-22,138,1.8,75.51691809,1.8,775.4,2.37,2.32,2.168,1576.1,0:23:19,53.7,4,7,156,,43,14:17:02,13:39:24,5/21/2022,32.2315563,-110.9081676,12SWA 08652 66106,1.4,1.3,302.5,3,8,55,-21.4,-1.8,1.6,1.6,-1.7,1.7,0,114.48,0.1,0.1,0,0
-13.9,12.8,157,-23,-1,1.3,75.51691809,2,775.6,2.44,2.32,2.168,1576.1,0:23:20,55.1,4,7,155,,36,14:17:02,13:39:25,5/21/2022,32.2315534,-110.9081735,12SWA 08651 66105,1.4,1.3,302.5,3,8,55.7,-23.2,-2,1,1,-1,1,-0.1,114.49,0.1,0,0,0
-14.1,12.5,157,-23,0,0.7,75.51691809,2,775.6,2.42,2.32,2.168,1578.3,0:23:21,55.4,4,7,154,,8,14:17:02,13:39:26,5/21/2022,32.2315584,-110.908181,12SWA 08650 66106,1.4,1.3,302.5,3,8,55.9,-23.6,-2,0.6,0.6,-0.5,0.5,-0.1,114.53,0.4,0.1,0.2,0
-13.9,12.4,157,-23,0,0.5,75.51691809,2,775.6,2.4,2.32,2.168,1578.3,0:23:22,56.8,4,7,154,,30,14:17:02,13:39:27,5/21/2022,32.2315667,-110.9081925,12SWA 08649 66107,1.8,1.3,305,3,8,56.8,-24.9,-2,0.5,0.5,-0.3,0.3,-0.1,114.57,0,0,0,0
-13.9,12.3,157,-23,0,0.3,75.51691809,1.9,775.5,2.38,2.32,2.168,1580.6,0:23:23,57.5,4,7,153,,52,14:17:02,13:39:28,5/21/2022,32.2315655,-110.9081904,12SWA 08650 66107,1.8,1.3,305,3,8,57.2,-25.6,-1.9,0.3,0.3,-0.1,0.1,0,114.6,0.1,0.1,0.1,0
-14.1,12.5,158,-22,1,0.4,75.51691809,1.9,775.5,2.32,2.32,2.168,1580.6,0:23:24,57,4,7,153,,27,14:17:02,13:39:29,5/21/2022,32.2315491,-110.9081619,12SWA 08652 66105,1.9,1.3,305,3,8,56.7,-25.3,-1.9,-0.1,0.1,0.3,0.3,0,114.64,0.7,0.1,0.2,0
-13.4,12.2,157,-23,-1,0.7,75.51691809,1.8,775.4,2.24,2.32,2.168,1580.6,0:23:25,56,4,7,153,,60,14:17:02,13:39:30,5/21/2022,32.2315449,-110.9081517,12SWA 08653 66104,2,1.4,305,3,7,56,-24.5,-1.8,-0.4,0.4,0.6,0.6,0,114.66,0.1,0,0,0
-13.3,12.1,158,-22,1,1.1,75.51691809,1.8,775.4,2.26,2.32,2.168,1582.8,0:23:26,55.2,4,7,154,,4,14:17:02,13:39:31,5/21/2022,32.2315308,-110.9081292,12SWA 08655 66103,2,1.4,305,3,7,55.5,-23.9,-1.8,-0.5,0.5,0.8,0.8,0,114.71,0,0,0,0
-14,12,156,-24,-2,1.6,75.51691809,1.8,775.4,2.21,2.32,2.168,1585,0:23:27,53.1,4,7,155,,50,14:17:02,13:39:32,5/21/2022,32.2315261,-110.9081279,12SWA 08655 66102,2,1.4,305,3,7,53.9,-22.3,-1.8,-1,1,1.2,1.2,0,114.75,0.5,0.2,0.3,0
-14.1,12,155,-25,-1,1.8,75.51691809,1.7,775.3,2.14,2.32,2.168,1587.1,0:23:28,51.3,4,7,156,,60,14:17:02,13:39:33,5/21/2022,32.2315211,-110.9081066,12SWA 08657 66102,2.2,2.4,305.7,3,6,52.7,-20.7,-1.7,-1.1,1.1,1.4,1.4,0,114.8,0.2,0,0.1,0
-13.8,12.1,155,-25,0,1.9,75.51691809,1.6,775.2,2.05,2.32,2.168,1587.1,0:23:29,50.1,4,7,157,,2,14:17:02,13:39:34,5/21/2022,32.2315218,-110.9080977,12SWA 08658 66102,2.2,2.4,305.7,3,6,52.2,-18.9,-1.6,-1,1,1.7,1.7,0,114.82,0.2,0.1,0.1,0
-13.5,12.4,156,-24,1,2,72.04383485,1.6,775.2,2.05,2.05,1.728,1589.7,0:23:30,49.3,4,7,159,,4,14:17:02,13:39:35,5/21/2022,32.231523,-110.9080947,12SWA 08659 66102,2.2,2.4,305.7,3,6,51.8,-17.4,-1.6,-1,1,1.7,1.7,0,114.84,0,0,0,0
-13.4,12.4,156,-24,0,2.1,74.23029889,1.7,775.3,2.1,2.1,1.983,1592.3,0:23:31,47.8,4,7,160,,9,14:17:02,13:39:36,5/21/2022,32.2315143,-110.9080819,12SWA 08660 66101,2.2,2.4,305.7,3,6,51.5,-16.8,-1.7,-1,1,1.8,1.8,0,114.89,0,0,0,0
-13.7,12.4,154,-26,-2,2.4,74.23029889,1.6,775.3,2.11,2.1,1.983,1592.3,0:23:32,46.3,4,7,161,,60,14:17:02,13:39:37,5/21/2022,32.2315125,-110.9080812,12SWA 08660 66101,2.2,2.4,305.7,3,6,50.4,-15,-1.7,-1.1,1.1,1.9,1.9,0,114.93,0,0,0,0
-13.8,12,154,-26,0,3.4,74.23029889,1.6,775.2,2.06,2.1,1.983,1598.7,0:23:33,42.8,4,7,165,,44,14:17:02,13:39:38,5/21/2022,32.2314779,-110.9080382,12SWA 08664 66097,1.7,1.9,121,3,8,47.4,-10.5,-1.6,-1.6,1.6,2.7,2.7,0,114.96,0.6,0.2,0.2,0
-14,11.9,153,-27,-1,3.4,74.23029889,1.5,775.1,1.95,2.1,1.983,1601.1,0:23:34,40.7,4,7,168,,35,14:17:02,13:39:39,5/21/2022,32.2314761,-110.9080479,12SWA 08663 66097,1.7,1.9,125.5,3,8,46,-8.5,-1.6,-1.9,1.9,3.1,3.1,0,114.98,0.2,0.1,0.1,0
-13.8,12.2,153,-27,0,2.6,74.23029889,1.5,775.1,1.94,2.1,1.983,1601.1,0:23:35,41.2,4,7,166,,24,14:17:02,13:39:40,5/21/2022,32.2314884,-110.9080663,12SWA 08661 66098,1.7,1.9,125.5,3,8,46,-9.2,-1.5,-1.6,1.6,2.4,2.4,0,115.02,0.7,0.1,0.2,0
-13.2,12.8,153,-27,0,1.9,74.23029889,1.5,775.1,2,2.1,1.983,1603.3,0:23:36,41.6,4,7,164,,58,14:17:02,13:39:41,5/21/2022,32.2314881,-110.9080889,12SWA 08659 66098,1.7,1.9,125.5,3,8,46,-10.8,-1.6,-1.3,1.3,1.6,1.6,0,115.05,0.4,0.1,0.2,0
-12.9,13,153,-27,0,1.5,74.23029889,1.5,775.1,1.98,2.1,1.983,1603.3,0:23:37,41.8,4,7,163,,60,14:17:02,13:39:42,5/21/2022,32.2314898,-110.9080933,12SWA 08659 66098,1.3,1.1,125.5,3,9,45.9,-11.8,-1.6,-1.2,1.2,1.2,1.2,0,115.07,0,0,0,0
