Roll (deg),Pitch (deg),Heading (deg),Yaw (deg),Yaw Rate (deg/s),Velocity (m/s),Steering Angle (deg),Relative Altitude (m),Altitude AMSL (m),Altitude Tuning,Altitude Tuning Setpoint,X-Track Error (m),Travelled Distance (m),Run Time,Distance To Home (m),Mission Index,Heading To Next WP (deg),Heading To Home (deg),Distance To GCS (m),Throttle (%),Hobbs,Clock Time,Clock Date,GPS Latitude,GPS Longitude,GPS MGRS,GPS HDOP,GPS VDOP,GPS Course,Satellite Locks,Satellite Count,Longitudinal Position (m),Lateral Position (m),Vertical Position (m),Longitudinal Velocity (m/s),Absolute Longitudinal Velocity (m/s),Lateral Velocity (m/s),Absolute Lateral Velocity (m/s),Vertical Velocity (m/s),Temperature (F),Longitudinal Vibration,Lateral Vibration,Vertical Vibration,Data Type,EKF Detector
-2.6,2.3,212,32,5,1,-76.69476349,-0.2,761.7,-0.99,-0.99,-2.368,149.3,0:01:17,49.3,8,179,228,,26,15:03:55,10:57:15,5/24/2022,32.2313816,-110.9075345,12SWA 08711 66086,1.1,1.7,196.7,3,8,42.7,35.8,0.3,-0.8,0.8,-0.6,0.6,0.3,107.62,1.7,1.3,2.2,0,0
-1.4,3.3,210,30,-2,1.1,-75.40732222,-0.2,761.8,-0.93,-0.99,-2.151,152,0:01:18,48,8,179,229,,25,15:03:55,10:57:16,5/24/2022,32.2313701,-110.9075392,12SWA 08711 66085,1.1,1.7,198.3,3,8,41.6,35.5,0.3,-0.9,0.9,-0.6,0.6,0.2,107.62,1.8,0.8,2.5,0,0
0.4,3.5,209,29,-1,0.9,-73.61045967,0,762,-0.78,-0.88,-1.904,154.1,0:01:19,46.8,8,179,231,,27,15:03:55,10:57:17,5/24/2022,32.2313576,-110.9075429,12SWA 08711 66084,1.1,1.7,196.1,3,8,40.6,35.3,0.2,-0.8,0.8,-0.5,0.5,0.2,107.64,2.7,1.3,2.9,0,0
-0.3,5.4,209,29,0,0.8,-70.52969799,0.2,762.2,-0.59,-0.7,-1.584,154.1,0:01:20,46.1,8,179,231,,30,15:03:55,10:57:18,5/24/2022,32.2313524,-110.9075444,12SWA 08710 66083,1.1,1.7,200.4,3,8,39.2,35.1,-0.1,-0.8,0.8,-0.3,0.3,0.1,107.67,2,1.2,1.6,0,0
1,3.5,206,26,-3,1.1,-64.76172559,0.2,762.2,-0.49,-0.53,-1.188,154.1,0:01:21,45.7,8,179,232,,28,15:03:55,10:57:19,5/24/2022,32.2313419,-110.9075485,12SWA 08710 66082,1.1,1.7,197.1,3,8,38.2,34.9,-0.2,-0.9,0.9,-0.4,0.4,0.1,107.65,2.5,1,1.9,0,0
1.4,3.6,204,24,-2,0.9,-59.16216806,0.3,762.2,-0.53,-0.53,-0.938,156.6,0:01:22,44.5,8,179,233,,29,15:03:55,10:57:20,5/24/2022,32.231327,-110.9075532,12SWA 08710 66080,1.1,1.7,199.6,3,8,37.1,34.6,-0.2,-0.9,0.9,-0.3,0.3,0.1,107.64,1.6,0.9,2.2,0,0
-0.6,1.8,199,19,-5,1.1,-57.67566585,0.2,762.1,-0.61,-0.57,-0.885,158.7,0:01:23,43.3,8,179,235,,26,15:03:55,10:57:21,5/24/2022,32.2313212,-110.9075555,12SWA 08709 66080,1.1,1.7,196,3,8,36.1,34.5,-0.1,-1.1,1.1,-0.3,0.3,0.2,107.67,1.4,1.2,4,0,0
-1.6,1.3,198,18,-1,1,-59.82130971,0.1,762,-0.7,-0.68,-0.963,158.7,0:01:24,42.8,8,179,236,,27,15:03:55,10:57:22,5/24/2022,32.2313093,-110.9075562,12SWA 08709 66078,1.1,1.7,178.7,3,8,35.1,34.4,0,-1.1,1.1,-0.2,0.2,0.3,107.67,1.5,0.9,2.8,0,0
1.1,1.2,200,20,2,1,-62.46177585,0,762,-0.79,-0.79,-1.074,158.7,0:01:25,42.2,8,179,237,,26,15:03:55,10:57:23,5/24/2022,32.2313041,-110.9075571,12SWA 08709 66078,1.1,1.7,188.6,3,8,33.6,34.3,0.1,-1.1,1.1,-0.2,0.2,0.3,107.69,2.7,1.1,2.7,0,0
-1.4,2.4,202,22,2,1.1,-64.11415567,-0.1,761.9,-0.95,-0.84,-1.154,161.2,0:01:26,41.6,8,179,238,,25,15:03:55,10:57:24,5/24/2022,32.2312916,-110.9075567,12SWA 08709 66076,1.1,1.7,181.6,3,8,32.6,34.3,0.2,-1,1,-0.2,0.2,0.3,107.73,1.8,1.2,2.7,0,0
2.1,2.1,203,23,1,1,-66.20516462,-0.3,761.7,-1.05,-1.02,-1.27,163.4,0:01:27,40.6,8,179,240,,24,15:03:55,10:57:25,5/24/2022,32.2312806,-110.9075585,12SWA 08709 66075,1.1,1.7,187.2,3,8,31.4,34.2,0.4,-1.1,1.1,-0.2,0.2,0.3,107.73,2.1,1.2,2.2,0,0
0.5,2.4,201,21,-2,1,-65.83337016,-0.3,761.6,-1.12,-1.1,-1.248,163.4,0:01:28,40.3,8,179,240,,26,15:03:55,10:57:26,5/24/2022,32.2312757,-110.9075612,12SWA 08709 66075,1.1,1.7,192.6,3,8,30.4,34,0.5,-1,1,-0.1,0.1,0.3,107.73,3.2,1,2.9,0,0
2,3.1,193,13,-8,1,-61.65318125,-0.3,761.7,-1.03,-1.07,-1.038,163.4,0:01:29,39.4,8,179,242,,26,15:03:55,10:57:27,5/24/2022,32.2312645,-110.9075641,12SWA 08709 66073,1.1,1.7,194.6,3,8,29.2,33.8,0.4,-1,1,-0.1,0.1,0.2,107.78,1.1,0.6,1.7,0,0
-0.9,2.7,188,8,-5,1,-55.14211683,-0.1,761.9,-0.88,-0.91,-0.804,165.5,0:01:30,39,8,179,243,,25,15:03:55,10:57:28,5/24/2022,32.2312544,-110.9075649,12SWA 08709 66072,1.1,1.7,188.8,3,8,28.4,33.7,0.2,-0.9,0.9,-0.1,0.1,0.2,107.82,2.7,1.4,3,0,0
2.5,2,187,7,-1,1,-55.34164529,-0.1,761.9,-0.94,-0.88,-0.81,165.5,0:01:31,38.7,8,179,244,,24,15:03:55,10:57:29,5/24/2022,32.2312483,-110.9075639,12SWA 08709 66072,1.1,1.7,162.5,3,8,27.5,33.8,0.2,-1,1,0,0,0.2,107.83,2.1,1.1,1.7,0,0
3.2,3.7,196,16,9,0.9,-64.365379,-0.1,761.9,-0.87,-0.88,-1.167,168.3,0:01:32,38.3,8,179,246,,27,15:03:55,10:57:30,5/24/2022,32.2312354,-110.9075608,12SWA 08709 66070,1.1,1.7,167.3,3,8,26,34.1,0.2,-0.9,0.9,-0.1,0.1,0.2,107.87,1.9,1.1,2.3,0,0
0.6,2.3,203,23,7,1,-65.96982555,-0.1,761.9,-0.88,-0.88,-1.256,168.3,0:01:33,37.9,8,179,247,,26,15:03:55,10:57:31,5/24/2022,32.2312289,-110.9075602,12SWA 08709 66069,1.1,1.7,171.2,3,8,25,34.1,0.2,-1,1,-0.2,0.2,0.3,107.87,1.4,0.7,2.2,0,0
0.8,2.1,204,24,1,1.1,-65.07427954,-0.2,761.8,-0.95,-0.94,-1.205,170.3,0:01:34,37.3,8,179,249,,24,15:03:55,10:57:32,5/24/2022,32.2312174,-110.9075626,12SWA 08709 66068,1.1,1.7,188.9,3,8,24,33.8,0.3,-1.1,1.1,-0.2,0.2,0.3,107.91,1.4,0.9,1.4,0,0
1.1,2.7,198,18,-6,1.1,-59.45536465,-0.2,761.8,-0.95,-0.95,-0.949,170.3,0:01:35,36.8,8,179,250,,23,15:03:55,10:57:33,5/24/2022,32.2312068,-110.9075656,12SWA 08708 66067,1.1,1.7,188.7,3,8,23.1,33.6,0.3,-1.1,1.1,-0.1,0.1,0.3,107.94,1.2,0.8,2.5,0,0
0.3,2.6,191,11,-7,0.9,-59.45536465,-0.1,761.8,-0.91,-0.95,-0.949,170.3,0:01:36,36.4,8,179,251,,26,15:03:55,10:57:34,5/24/2022,32.2312068,-110.9075656,12SWA 08708 66067,1.1,1.7,188.7,3,8,22.2,33.5,0.3,-0.9,0.9,-0.1,0.1,0.3,107.94,1.1,0.9,2.2,0,0
2.7,3.1,189,9,-2,0.9,-54.66866866,0.1,762.1,-0.7,-0.8,-0.79,172.5,0:01:37,36.1,8,179,253,,29,15:03:55,10:57:35,5/24/2022,32.2311943,-110.9075653,12SWA 08708 66066,1.1,1.7,182.8,3,8,21.2,33.5,0,-0.8,0.8,-0.1,0.1,0.2,108.01,1.3,0.7,2.1,0,0
2.5,3.1,187,7,-2,0.9,-49.07886418,0.2,762.2,-0.64,-0.64,-0.646,172.5,0:01:38,35.8,8,179,254,,29,15:03:55,10:57:36,5/24/2022,32.2311852,-110.9075651,12SWA 08708 66065,1.1,1.7,181.1,3,8,20.8,33.5,0,-0.9,0.9,-0.1,0.1,0.2,108.07,1.9,0.7,1.9,0,0
1.9,1.5,185,5,-2,1,-47.77256575,0.3,762.3,-0.48,-0.53,-0.617,174.8,0:01:39,35.7,8,179,255,,28,15:03:55,10:57:37,5/24/2022,32.2311799,-110.9075643,12SWA 08709 66064,1.1,1.7,173.9,3,8,19.6,33.6,-0.2,-1,1,-0.1,0.1,0.2,108.09,2.1,1,2.7,0,0
1,2.8,188,8,3,1,-42.93379587,0.4,762.4,-0.34,-0.34,-0.521,174.8,0:01:40,35.4,8,179,257,,28,15:03:55,10:57:38,5/24/2022,32.2311656,-110.9075655,12SWA 08708 66062,1.1,1.7,183.5,3,8,18.5,33.6,-0.3,-1,1,-0.2,0.2,0.2,108.12,1.2,0.9,1.7,0,0
0.9,1.7,188,8,0,1,-42.65835454,0.5,762.5,-0.33,-0.33,-0.516,176.8,0:01:41,35.2,8,179,258,,26,15:03:55,10:57:39,5/24/2022,32.2311585,-110.9075661,12SWA 08708 66062,1.1,1.7,185.8,3,8,17.5,33.5,-0.4,-1.1,1.1,-0.1,0.1,0.2,108.14,1.9,1.2,2.2,0,0
0.9,2.5,186,6,-2,0.9,-44.37949235,0.3,762.3,-0.43,-0.38,-0.548,176.8,0:01:42,34.9,8,179,261,,28,15:03:55,10:57:40,5/24/2022,32.231144,-110.9075664,12SWA 08708 66060,1.1,1.7,179.3,3,8,16,33.5,-0.2,-0.9,0.9,-0.2,0.2,0.2,108.18,1.8,1,2,0,0
-1.5,2.7,206,26,20,1,0,0.3,762.2,-0.54,-0.54,0,176.8,0:01:43,34.8,9,231,261,,28,15:03:55,10:57:41,5/24/2022,32.2311317,-110.9075668,12SWA 08708 66059,1.1,1.7,193.5,3,8,15.6,33.5,-0.1,-1,1,-0.3,0.3,0.2,108.19,1.2,1,2.5,0,0
0.9,4.1,224,44,18,1,-37.26076671,0.3,762.2,-0.51,-0.6,-0.426,179.2,0:01:44,34,9,231,264,,28,15:03:55,10:57:42,5/24/2022,32.231126,-110.9075693,12SWA 08708 66058,1.1,1.7,201.2,3,8,14.2,32.9,-0.2,-0.7,0.7,-0.7,0.7,0.2,108.21,1,0.8,1.7,0,0
-0.9,3.3,232,52,8,1,-52.50734667,0.3,762.3,-0.43,-0.44,-0.73,181.3,0:01:45,33.2,9,231,265,,28,15:03:55,10:57:43,5/24/2022,32.2311157,-110.9075785,12SWA 08707 66057,1.1,1.7,212.7,3,8,13.5,32.2,-0.2,-0.5,0.5,-0.9,0.9,0.2,108.23,1.5,0.9,2.3,0,0
-0.6,1.7,238,58,6,1.1,-57.08102696,0.4,762.3,-0.41,-0.41,-0.865,181.3,0:01:46,32.4,9,231,266,,28,15:03:55,10:57:44,5/24/2022,32.2311115,-110.9075839,12SWA 08707 66056,1.1,1.7,228.1,3,8,12.8,31.4,-0.3,-0.5,0.5,-1,1,0.2,108.23,1.9,0.8,1.5,0,0
2.7,3.9,239,59,1,0.9,-57.96585385,0.4,762.4,-0.41,-0.42,-0.895,183.3,0:01:47,31.1,9,231,267,,30,15:03:55,10:57:45,5/24/2022,32.2311046,-110.9075976,12SWA 08705 66056,1.1,1.7,233.5,3,8,12,30.2,-0.3,-0.3,0.3,-0.9,0.9,0.2,108.23,1.6,0.9,2.1,0,0
2.2,4.5,244,64,5,1,-58.86385764,0.3,762.3,-0.43,-0.44,-0.927,183.3,0:01:48,30.2,9,231,268,,30,15:03:55,10:57:46,5/24/2022,32.2310991,-110.9076107,12SWA 08704 66055,1.1,1.7,236.5,3,8,11.5,29.2,-0.2,-0.3,0.3,-1,1,0.1,108.28,2.3,1,2.7,0,0
0.6,3.2,244,64,0,1,-57.79230203,0.4,762.4,-0.43,-0.42,-0.889,185.3,0:01:49,29.3,9,231,269,,30,15:03:55,10:57:47,5/24/2022,32.2310968,-110.9076163,12SWA 08704 66055,1.1,1.7,235,3,8,11,28.4,-0.3,-0.4,0.4,-0.9,0.9,0.2,108.28,1,0.7,1.8,0,0
-1.5,2.1,246,66,2,1,10.12467166,0.2,762.2,-0.58,-0.5,0.1,185.3,0:01:50,28.6,10,,270,,31,15:03:55,10:57:48,5/24/2022,32.2310909,-110.9076269,12SWA 08703 66054,1.1,1.7,242,3,8,10.5,27.6,-0.1,-0.4,0.4,-1,1,0.4,108.34,1.9,0.9,2.7,0,0
-2.9,3.4,248,68,2,0.9,-40.54226163,0.1,762.1,-0.7,-0.7,-0.479,185.3,0:01:51,28.1,10,,270,,33,15:03:55,10:57:49,5/24/2022,32.231089,-110.9076341,12SWA 08702 66054,1.1,1.7,249.5,3,8,10.2,26.7,0,-0.3,0.3,-1,1,0.2,108.36,2.8,1.2,2.9,0,0
-0.4,3.6,260,80,12,1.1,-55.34164529,0,762,-0.74,-0.74,-0.81,188.2,0:01:52,26,10,,272,,30,15:03:55,10:57:50,5/24/2022,32.2310834,-110.9076493,12SWA 08701 66053,1.1,1.7,241.6,3,8,9.7,25.1,0.1,0,0,-1,1,0.3,108.36,1.7,1.2,1.9,0,0
-0.8,3.8,272,92,12,1,-66.87001451,0,762,-0.76,-0.76,-1.311,190.4,0:01:53,25,10,,272,,31,15:03:55,10:57:51,5/24/2022,32.2310786,-110.9076652,12SWA 08699 66053,1.1,1.7,248.8,3,8,9.4,24.1,0.1,0.2,0.2,-1,1,0.3,108.37,1,1,1.6,0,0
-1.1,3.2,277,97,5,1,-67.63468812,0,762,-0.76,-0.76,-1.361,190.4,0:01:54,23.9,10,,272,,31,15:03:55,10:57:52,5/24/2022,32.2310791,-110.9076763,12SWA 08698 66053,1.1,1.7,266.9,3,8,9.4,22.9,0.1,0.2,0.2,-0.9,0.9,0.3,108.37,2.5,1.2,2.5,0,0
0.3,2.9,280,100,3,1,-64.64965679,0.1,762.1,-0.68,-0.69,-1.182,192.7,0:01:55,22.2,10,,272,,30,15:03:55,10:57:53,5/24/2022,32.231081,-110.9076919,12SWA 08697 66053,1.1,1.7,270.7,3,8,9.6,21.3,0,0.3,0.3,-1,1,0.3,108.41,1.7,0.8,2,0,0
1,2.2,275,95,-5,1.1,-62.17473039,0.1,762,-0.73,-0.69,-1.061,192.7,0:01:56,21.6,10,,272,,28,15:03:55,10:57:54,5/24/2022,32.2310838,-110.9077095,12SWA 08695 66053,1.1,1.7,271.5,3,8,9.7,20.7,0.1,0.2,0.2,-1,1,0.3,108.39,2,0.9,2.3,0,0
-2.2,0.9,271,91,-4,1.1,-55.07516075,0.2,762.1,-0.62,-0.62,-0.802,195.1,0:01:57,19.7,10,,272,,25,15:03:55,10:57:55,5/24/2022,32.2310849,-110.9077183,12SWA 08694 66053,1.1,1.7,274.2,3,8,9.9,18.8,0,0.1,0.1,-1.1,1.1,0.2,108.39,1.5,0.7,2,0,0
0.7,2,271,91,0,0.9,-56.83770311,0.1,762.1,-0.67,-0.66,-0.857,195.1,0:01:58,18.5,10,,272,,26,15:03:55,10:57:56,5/24/2022,32.2310844,-110.907736,12SWA 08692 66053,1.1,1.7,267.2,3,8,9.9,17.6,0,0.1,0.1,-1,1,0.2,108.39,2.2,1.2,2.5,0,0
-0.5,0.7,270,90,-1,1,-55.4406617,0.1,762.1,-0.69,-0.69,-0.813,197.4,0:01:59,17.4,10,,271,,26,15:03:55,10:57:57,5/24/2022,32.2310849,-110.9077513,12SWA 08691 66053,1.1,1.7,264.9,3,8,9.9,16.5,0,0.1,0.1,-0.9,0.9,0.3,108.36,1.3,1,1.9,0,0
-0.3,1.8,269,89,-1,0.9,-56.08828646,0.1,762.1,-0.66,-0.72,-0.833,199.6,0:02:00,15.8,10,,272,,28,15:03:55,10:57:58,5/24/2022,32.2310846,-110.9077613,12SWA 08690 66053,1.1,1.7,262.4,3,8,9.9,14.9,0,0.1,0.1,-1,1,0.3,108.37,1.4,1,2.7,0,0
0.7,3.6,268,88,-1,0.9,-55.24213139,0.1,762.1,-0.65,-0.68,-0.807,199.6,0:02:01,14.8,10,,271,,30,15:03:55,10:58:00,5/24/2022,32.2310844,-110.9077759,12SWA 08689 66053,1.1,1.7,269.1,3,8,10,13.9,0,0.1,0.1,-0.9,0.9,0.1,108.3,2.4,0.9,3.1,0,0
0.1,3,268,88,0,1.1,-54.87293949,0.2,762.1,-0.6,-0.6,-0.796,201.6,0:02:02,13.8,10,,272,,28,15:03:55,10:58:01,5/24/2022,32.2310839,-110.9077896,12SWA 08687 66053,1.1,1.7,257.2,3,8,10,12.9,-0.1,0,0,-1,1,0.2,108.25,1.2,1.1,2.1,0,0
2.3,2.1,272,92,4,1.1,-56.37279123,0.2,762.2,-0.56,-0.6,-0.842,201.6,0:02:03,12.8,10,,272,,28,15:03:55,10:58:02,5/24/2022,32.2310845,-110.9077961,12SWA 08687 66053,1.1,1.7,257.2,3,8,9.9,11.8,-0.1,0.1,0.1,-1,1,0.3,108.23,1.4,1.1,2.3,0,0
1.3,2.6,270,90,-2,1,-47.40021446,0.3,762.3,-0.49,-0.52,-0.609,203.7,0:02:04,11.1,10,,271,,28,15:03:55,10:58:03,5/24/2022,32.2310855,-110.9078109,12SWA 08685 66053,1.1,1.7,263.5,3,8,10.1,10.2,-0.2,0.1,0.1,-1.1,1.1,0.1,108.18,1.7,1,2.4,0,0
2,0.7,265,85,-5,1.1,-42.65835454,0.3,762.3,-0.49,-0.47,-0.516,203.7,0:02:05,10.1,10,,271,,27,15:03:55,10:58:04,5/24/2022,32.2310864,-110.9078208,12SWA 08684 66054,1.1,1.7,266.3,3,8,10.2,9.1,-0.2,0,0,-1,1,0.3,108.14,1.8,1,2.5,0,0
2.5,2.5,265,85,0,1,-45.90618457,0.2,762.2,-0.53,-0.53,-0.578,205.8,0:02:06,9.1,10,,271,,27,15:03:55,10:58:05,5/24/2022,32.2310868,-110.9078348,12SWA 08683 66054,1.1,2.1,266.3,3,7,10.2,8.2,-0.1,0,0,-1,1,0.2,108.1,1.8,1.3,2.9,0,0
2,3.4,256,76,-9,1,-19.01614609,0.4,762.3,-0.38,-0.42,-0.193,205.8,0:02:07,8,10,,270,,28,15:03:55,10:58:06,5/24/2022,32.2310897,-110.9078497,12SWA 08682 66054,1.1,2.1,266.3,3,7,10.5,7.1,-0.3,0,0,-1,1,0.1,108.09,1.6,0.8,2,0,0
1.7,1.6,255,75,-1,1,-16.03994331,0.5,762.5,-0.22,-0.31,-0.161,207.9,0:02:08,7.1,10,,270,,29,15:03:55,10:58:07,5/24/2022,32.2310866,-110.9078562,12SWA 08681 66054,1.1,2.1,266.3,3,7,10.3,6.1,-0.4,-0.1,0.1,-1,1,0.1,108.07,0.9,0.8,1.8,0,0
2.4,2.3,272,92,17,1,-51.09937027,0.4,762.3,-0.43,-0.31,-0.694,207.9,0:02:09,5.7,10,,275,,28,15:03:55,10:58:08,5/24/2022,32.2310806,-110.907869,12SWA 08680 66053,1.1,2.1,266.3,3,7,9.8,4.8,-0.3,0.1,0.1,-1.1,1.1,0.3,108.01,1.9,1.6,3.4,0,0
0.8,4.8,277,97,5,1,-62.39602007,0.2,762.2,-0.52,-0.52,-1.071,210.3,0:02:10,4.9,10,,277,,30,15:03:55,10:58:09,5/24/2022,32.2310807,-110.9078819,12SWA 08679 66053,1.1,2.1,266.3,3,7,9.8,3.9,-0.1,0.2,0.2,-0.9,0.9,0.3,107.98,1.9,1.5,2.9,0,0
0.2,2,288,108,11,1,-66.30470013,0.1,762.1,-0.72,-0.67,-1.276,210.3,0:02:11,4,10,,280,,30,15:03:55,10:58:10,5/24/2022,32.231081,-110.9078883,12SWA 08678 66053,1.1,2.1,266.3,3,7,9.7,3,0,0.2,0.2,-1,1,0.3,107.96,2,1.4,3.5,0,0
0,2.3,288,108,0,1,-65.73006904,0,762,-0.82,-0.8,-1.242,212.7,0:02:12,2.9,10,,280,,30,15:03:55,10:58:11,5/24/2022,32.2310871,-110.9079067,12SWA 08676 66054,1.1,2.1,276.6,3,7,9.9,1.9,0.1,0.2,0.2,-0.9,0.9,0.3,107.94,1.5,1.2,2.6,0,0
3.1,1.2,283,103,-5,0.7,-55.99250758,0,761.9,-0.83,-0.83,-0.83,212.7,0:02:13,1.8,10,,272,,2,15:03:55,10:58:12,5/24/2022,32.2310922,-110.9079145,12SWA 08676 66054,1.1,2.1,281.8,3,7,10.3,0.8,0.2,0.2,0.2,-0.9,0.9,0.3,107.92,2.2,0.9,2.4,0,0
3.4,1.9,285,105,2,0.4,-53.25252905,0.1,762,-0.68,-0.75,-0.75,212.7,0:02:14,1.2,10,,266,,0,15:03:55,10:58:13,5/24/2022,32.2310957,-110.9079247,12SWA 08675 66055,1.1,1.7,275.7,3,8,10.5,0.3,0,-0.2,0.2,0.4,0.4,0.2,107.89,0.2,0.3,0.1,0,0
3.2,1.8,285,105,0,0.3,-46.00508601,0.2,762.2,-0.58,-0.58,-0.58,212.7,0:02:15,1.2,10,,261,,0,15:03:55,10:58:14,5/24/2022,32.2310969,-110.907925,12SWA 08675 66055,1.1,1.7,275.7,3,8,10.6,0.3,-0.1,-0.1,0.1,0.3,0.3,0.2,107.83,0,0,0,0,0
3.1,1.7,285,105,0,0.3,-45.50702906,0.2,762.2,-0.62,-0.57,-0.57,212.7,0:02:16,1.2,10,,259,,0,15:03:55,10:58:15,5/24/2022,32.2310962,-110.9079261,12SWA 08674 66055,1.1,1.7,275.7,3,8,10.6,0.2,-0.1,-0.1,0.1,0.3,0.3,0.2,107.83,0,0,0,0,0
3.2,1.7,284,104,-1,0.3,-47.91083783,0.2,762.1,-0.58,-0.62,-0.62,212.7,0:02:17,1.1,10,,262,,0,15:03:55,10:58:16,5/24/2022,32.2310971,-110.9079276,12SWA 08674 66055,1.6,2.7,275.7,3,7,10.5,0.1,-0.1,-0.1,0.1,0.2,0.2,0.2,107.82,0,0,0,0,0
3.3,1.7,284,104,0,0.3,-40.00625601,0.3,762.3,-0.47,-0.47,-0.47,212.7,0:02:18,1.5,10,,241,,0,15:03:55,10:58:17,5/24/2022,32.2311032,-110.9079248,12SWA 08675 66055,1.6,2.7,275.7,3,7,10.9,0.3,-0.2,0,0,0.3,0.3,0.1,107.82,0,0,0,0,0
3.4,1.6,284,104,0,0.3,-36.86989765,0.4,762.4,-0.4,-0.42,-0.42,214.8,0:02:19,1.8,10,,233,,0,15:03:55,10:58:18,5/24/2022,32.2311043,-110.9079236,12SWA 08675 66056,1.6,2.7,275.7,3,7,11.4,0.5,-0.3,0.1,0.1,0.3,0.3,0.1,107.8,0,0,0,0,0
3.2,1.6,284,104,0,0.3,-32.73522627,0.4,762.4,-0.31,-0.36,-0.36,214.8,0:02:20,1.7,10,,237,,0,15:03:55,10:58:19,5/24/2022,32.231099,-110.9079235,12SWA 08675 66055,3.1,4,201.6,3,6,11.3,0.5,-0.3,0,0,0.3,0.3,0.1,107.78,0,0,0,0,0
3.1,1.6,284,104,0,0.3,-27.37770277,0.6,762.5,-0.2,-0.29,-0.29,214.8,0:02:21,1.6,10,,244,,0,15:03:55,10:58:20,5/24/2022,32.231099,-110.9079244,12SWA 08675 66055,3.1,4,201.6,3,6,11.1,0.5,-0.4,-0.1,0.1,0.2,0.2,0.1,107.78,0,0,0,0,0
3.1,1.6,284,104,0,0.3,-27.37770277,0.7,762.7,-0.09,-0.29,-0.29,214.8,0:02:22,1.7,10,,244,,0,15:03:55,10:58:21,5/24/2022,32.2311011,-110.9079238,12SWA 08675 66055,6.8,11.9,201.6,3,5,11.1,0.6,-0.6,-0.1,0.1,0.2,0.2,0,107.78,0,0,0,1,0
3.2,1.5,284,104,0,0.1,-27.37770277,0.8,762.8,-0.01,-0.29,-0.29,214.8,0:02:23,1.3,10,,227,,0,15:03:55,10:58:22,5/24/2022,32.2311061,-110.9079603,12SWA 08671 66056,6.8,11.9,201.6,3,5,11.3,0,-0.7,0,0,0.1,0.1,0,107.78,0,0,0,1,0
1.9,1.8,287,107,3,0.8,-12.19254327,0.9,762.9,0.19,0.03,-0.121,214.8,0:02:24,1.3,2,356,195,,35,15:03:55,10:58:23,5/24/2022,32.231116,-110.9079591,12SWA 08671 66057,6.8,11.9,201.6,3,5,11.6,-0.6,-0.8,0.2,0.2,-0.5,0.5,0,107.76,1.9,0.9,1.2,1,0
-1.6,2.2,0,-180,-287,1.1,-54.5313366,1.1,763.1,0.37,0.34,-0.786,216.9,0:02:25,2.1,2,356,166,,29,15:03:55,10:58:24,5/24/2022,32.2311135,-110.907965,12SWA 08671 66057,7.5,13.8,201.6,3,4,12.4,-1.5,-1,1,1,-0.1,0.1,-0.2,107.78,1.7,1.6,1.9,1,0
1.2,3.2,19,-161,19,1,-50.02611042,1.2,763.1,0.45,0.45,-0.668,216.9,0:02:26,3,2,356,168,,30,15:03:55,10:58:25,5/24/2022,32.2311163,-110.9079637,12SWA 08671 66057,6.8,11.9,201.6,3,5,13.3,-1.6,-1.1,1.1,1.1,0.4,0.4,0,107.78,2.9,1.2,4.1,1,0
3.3,3.2,12,-168,-7,1,-33.73726338,1.4,763.4,0.62,0.55,-0.374,219,0:02:27,4.1,2,356,175,,31,15:03:55,10:58:26,5/24/2022,32.231125,-110.9079546,12SWA 08672 66058,6.8,11.9,201.6,3,5,14.5,-1.3,-1.3,0.9,0.9,0.3,0.3,-0.1,107.76,2.4,1.3,2.3,1,0
-1.6,3.4,33,-147,21,1,-75.20323775,1.4,763.4,0.64,0.66,-2.12,221.6,0:02:28,6.1,2,356,155,,35,15:03:55,10:58:27,5/24/2022,32.2312648,-110.9081329,12SWA 08655 66073,8.6,16.7,284.4,3,6,15.9,-3.5,-1.3,0.8,0.8,0.4,0.4,0,107.74,1.9,2,3.8,1,0
-2.6,1.4,43,-137,10,0.7,-75.20323775,1.3,763.3,0.49,0.66,-2.12,225.6,0:02:29,10,2,356,152,,0,15:03:55,10:58:28,5/24/2022,32.2317239,-110.9085184,12SWA 08619 66124,100,100,333.1,3,6,19.2,-5.7,-1.2,0.8,0.8,0.1,0.1,-0.1,107.74,3.1,1.2,2.9,1,0
2.2,1.4,45,-135,2,2,-75.20323775,1.2,763.1,0.39,0.66,-2.12,238,0:02:30,22.3,2,356,147,,0,15:03:55,10:58:29,5/24/2022,32.2322465,-110.9088766,12SWA 08585 66182,3.1,4,331.5,3,6,25.2,-10.3,-1.1,0.7,0.7,-1.2,1.2,-0.1,107.78,0.5,0.7,1.2,1,0
1.7,1,46,-134,1,3,-75.20323775,1.1,763.1,0.36,0.66,-2.12,246.5,0:02:31,30.8,2,356,145,,0,15:03:55,10:58:30,5/24/2022,32.231965,-110.9091044,12SWA 08563 66151,1.8,2.1,221.9,3,5,35.8,-18.5,-1,2.3,2.3,-2.1,2.1,-0.1,107.76,0,0,0,1,0
1.6,1,46,-134,0,3.3,-75.20323775,1.1,763,0.31,0.66,-2.12,248.7,0:02:32,34.4,2,356,144,,0,15:03:55,10:58:31,5/24/2022,32.2318416,-110.9092345,12SWA 08551 66137,100,100,221.9,1,0,38.4,-21,-1,2.5,2.5,-2.2,2.2,-0.1,107.8,0,0,0,1,0
